Name,Platform,Year,Publisher,Global_Sales,Total_Sales
ESPN NFL 2K5,MULTI,2004,Sega,2.62,4.25
Mario Strikers Charged,Wii,2007,Nintendo,2.62,2.62
NBA 2K12,MULTI,2011,Take-Two Interactive,2.62,5.09
Harry Potter and the Chamber of Secrets,MULTI,2002,Electronic Arts,2.61,5.64
Super Mario All-Stars: Limited Edition,Wii,2010,Nintendo,2.6,2.6
Streets of Rage,GEN,1990,Sega,2.6,2.6
FIFA Soccer 09,MULTI,2008,Electronic Arts,2.59,6.81
Ratchet & Clank Future: Tools of Destruction,PS3,2007,Sony Computer Entertainment,2.59,2.59
NBA Live 2005,MULTI,2004,Electronic Arts,2.59,3.94
Killzone: Shadow Fall,PS4,2013,Sony Computer Entertainment,2.58,2.58
Ghostbusters: The Video Game (DS Version),MULTI,2009,Take-Two Interactive,2.58,4.66
WWE SmackDown vs. RAW 2007,MULTI,2006,THQ,2.58,3.09
Ratchet & Clank: Up Your Arsenal,PS2,2004,Sony Computer Entertainment,2.57,2.57
Dragon Age: Origins,MULTI,2009,Electronic Arts,2.57,4.26
Madden NFL 08,MULTI,2007,Electronic Arts,2.57,7.17
Sonic Adventure 2 Battle,GC,2001,Sega,2.56,2.56
Dragon Warrior II,NES,1987,Enix Corporation,2.56,2.56
Pokémon Colosseum,GC,2003,Nintendo,2.54,2.54
Deca Sports,Wii,2008,Konami Digital Entertainment,2.54,2.54
Madden NFL 09,MULTI,2008,Electronic Arts,2.54,6.1
Space Invaders,MULTI,0,Atari,2.53,3.15
Crazy Taxi,MULTI,2001,Acclaim Entertainment,2.52,4.82
Perfect Dark,N64,2000,Nintendo,2.52,2.52
Game Party,Wii,2007,Midway Games,2.52,2.52
Dragon Warrior,NES,1986,Capcom,2.52,2.52
Tomb Raider (2013),MULTI,2013,Square Enix,2.51,6.4399999999999995
Marvel: Ultimate Alliance,MULTI,2006,Activision,2.5,4.12
PES 2009: Pro Evolution Soccer,MULTI,2008,Konami Digital Entertainment,2.5,6.06
Mario Party 2,N64,1999,Nintendo,2.5,2.5
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,MULTI,2003,Take-Two Interactive,2.49,4.21
LEGO Harry Potter: Years 1-4,MULTI,2010,Warner Bros. Interactive Entertainment,2.49,5.45
Mortal Kombat: Deadly Alliance,MULTI,2002,Midway Games,2.49,3.8600000000000003
Resistance 2,PS3,2008,Sony Computer Entertainment,2.48,2.48
Pure,MULTI,2008,Disney Interactive Studios,2.48,3.38
Tomb Raider: The Last Revelation,PS,1998,Eidos Interactive,2.48,2.48
Rock Band,MULTI,0,Electronic Arts,2.48,7.32
NBA 2K14,MULTI,2013,Take-Two Interactive,2.47,6.72
Mario Party 4,GC,2002,Nintendo,2.47,2.47
uDraw Studio,Wii,2010,THQ,2.46,2.46
Midnight Club: Los Angeles,MULTI,2008,Take-Two Interactive,2.45,4.800000000000001
Final Fantasy V,MULTI,1992,SquareSoft,2.45,2.62
Final Fantasy Tactics,PS,1997,SquareSoft,2.45,2.45
Twisted Metal 2,PS,1996,Sony Computer Entertainment,2.44,2.44
Halo: Combat Evolved Anniversary,X360,2011,Microsoft Game Studios,2.44,2.44
The Sims: Bustin' Out,MULTI,2003,Electronic Arts,2.43,3.6500000000000004
Tom Clancy's Rainbow Six: Vegas 2,MULTI,2008,Ubisoft,2.42,3.77
Sonic Adventure,DC,1998,Sega,2.42,2.42
Ice Hockey,MULTI,1988,Nintendo,2.42,2.91
pro evolution soccer 2011,MULTI,2010,Konami Digital Entertainment,2.42,3.67
Dragon Ball Z: Budokai 2,MULTI,2003,Atari,2.41,2.68
ATV Offroad Fury,PS2,2001,Sony Computer Entertainment,2.41,2.41
Dino Crisis,PS,1998,Capcom,2.41,2.41
Need for Speed: ProStreet,MULTI,2007,Electronic Arts,2.41,7.63
Tetris Plus,PS,1996,JVC,2.4,2.4
Pro Wrestling,NES,1987,Nintendo,2.4,2.4
Need for Speed (2015),MULTI,2015,Electronic Arts,2.39,3.0700000000000003
Batman: Arkham Origins,MULTI,2013,Warner Bros. Interactive Entertainment,2.39,4.65
Dead Island,MULTI,2011,Deep Silver,2.39,4.68
Guitar Hero,PS2,2005,RedOctane,2.38,2.38
Kinect: Disneyland Adventures,X360,2011,Microsoft Game Studios,2.38,2.38
WCW/nWo Revenge,N64,1998,THQ,2.38,2.38
Bloodborne,PS4,2015,Sony Computer Entertainment,2.38,2.38
NBA 2K15,MULTI,2014,Take-Two Interactive,2.38,7.06
Yu-Gi-Oh! The Duelists of the Roses,PS2,2001,Konami Digital Entertainment,2.38,2.38
The Incredibles,MULTI,2004,THQ,2.37,3.21
Tony Hawk's Underground 2,MULTI,2004,Activision,2.37,3.62
Kinect Sports: Season Two,X360,2011,Microsoft Game Studios,2.36,2.36
Skylanders SWAP Force,MULTI,2013,Activision,2.34,6.02
WWE SmackDown vs Raw 2008,MULTI,2007,THQ,2.34,6.1
My Fitness Coach,Wii,2008,Ubisoft,2.34,2.34
Resident Evil - Code: Veronica X,MULTI,2001,Capcom,2.34,2.4
The Sims 3,MULTI,2010,Electronic Arts,2.33,5.88
Just Dance Kids,Wii,2010,Ubisoft,2.32,2.32
Mario Tennis,MULTI,2000,Nintendo,2.32,2.3899999999999997
Grand Theft Auto,PS,1997,Take-Two Interactive,2.32,2.32
James Bond 007: Everything or Nothing,MULTI,2004,Electronic Arts,2.31,3.37
Need For Speed: High Stakes,PS,1999,Electronic Arts,2.31,2.31
Chrono Trigger,SNES,1995,SquareSoft,2.31,2.31
Cool Boarders 3,PS,1998,989 Studios,2.31,2.31
LEGO Marvel Super Heroes,MULTI,2013,Warner Bros. Interactive Entertainment,2.3,7.64
God of War: Ascension,PS3,2013,Sony Computer Entertainment,2.29,2.29
Pro Evolution Soccer 2010,MULTI,2009,Konami Digital Entertainment,2.28,5.17
Just Dance 2015,MULTI,2014,Ubisoft,2.28,4.85
Mario Bros.,MULTI,1983,Nintendo,2.28,3.87
TOCA Touring Car Championship,PS,1997,Codemasters,2.28,2.28
Sonic's Ultimate Genesis Collection,MULTI,2009,Sega,2.27,3.7
Super Monkey Ball: Banana Blitz,Wii,2006,Sega,2.27,2.27
Onimusha 2: Samurai's Destiny,PS2,2002,Capcom,2.25,2.25
Cool Boarders 2,PS,1997,UEP Systems,2.25,2.25
Paper Mario: The Thousand-Year Door,GC,2004,Nintendo,2.25,2.25
Monster Hunter Tri,MULTI,2009,Nintendo,2.25,2.9699999999999998
Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990,Konami Digital Entertainment,2.23,2.23
Dance Dance Revolution X2,PS2,2009,Konami Digital Entertainment,2.23,2.23
New Super Luigi U,WiiU,2013,Nintendo,2.22,2.22
Prince of Persia: The Sands of Time,MULTI,2003,Ubisoft,2.22,3.48
BioShock 2,MULTI,2010,Take-Two Interactive,2.21,3.76
Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,Capcom,2.21,2.21
Rock Band 2,MULTI,2008,Electronic Arts,2.2,5.32
Pro Yakyuu Family Stadium,MULTI,1986,Namco Bandai Games,2.2,2.23
Sonic Unleashed,MULTI,2008,Sega,2.2,4.95
Pro Evolution Soccer 2012,MULTI,2011,Konami Digital Entertainment,2.19,2.96
Saints Row,X360,2006,THQ,2.19,2.19
Star Wars: Knights of the Old Republic,XB,2003,Activision,2.19,2.19
Hitman: Absolution,MULTI,2012,Square Enix,2.19,3.95
ATV Offroad Fury 2,PS2,2002,THQ,2.18,2.18
Forza Motorsport 5,XOne,2013,Microsoft Game Studios,2.18,2.18
Madden NFL 25,MULTI,2013,Electronic Arts,2.18,5.54
Star Wars: Rogue Squadron,N64,1998,Nintendo,2.17,2.17
Tennis,NES,1984,Nintendo,2.17,2.17
Your Shape featuring Jenny McCarthy,Wii,2009,Ubisoft,2.16,2.16
Syphon Filter 2,PS,2000,Sony Computer Entertainment,2.15,2.15
Tom Clancy's Rainbow Six: Siege,MULTI,2015,Ubisoft,2.15,3.44
Volleyball,NES,1987,Nintendo,2.15,2.15
Super Mario RPG: Legend of the Seven Stars,SNES,1996,Nintendo,2.14,2.14
Mahjong,NES,1983,Nintendo,2.14,2.14
R.C. Pro-Am,NES,1988,Nintendo,2.14,2.14
Demon Attack,2600,1981,Imagic,2.13,2.13
Dance Dance Revolution Extreme,PS2,2004,Konami Digital Entertainment,2.13,2.13
Far Cry: Primal,MULTI,2016,Ubisoft,2.13,2.98
Kirby's Epic Yarn,Wii,2010,Nintendo,2.12,2.12
Project Gotham Racing,XB,2001,Microsoft Game Studios,2.12,2.12
Need for Speed: Hot Pursuit 2,MULTI,2002,Electronic Arts,2.11,3.73
Mario Sports Mix,Wii,2010,Nintendo,2.11,2.11
Dynasty Warriors 4,MULTI,2003,Tecmo Koei,2.11,2.27
Parasite Eve,PS,1998,SquareSoft,2.1,2.1
Scooby-Doo! Night of 100 Frights,MULTI,2002,THQ,2.1,2.54
Project Gotham Racing (JP weekly sales),XB,2002,Microsoft Game Studios,2.1,2.1
Portal 2,MULTI,2011,Valve Software,2.1,3.84
Devil May Cry 3: Dante's Awakening,PS2,2005,Capcom,2.09,2.09
Derby Stallion,MULTI,1997,ASCII Entertainment,2.09,2.1799999999999997
Dead Rising,MULTI,2006,Capcom,2.09,2.11
Finding Nemo,MULTI,2003,THQ,2.09,3.6399999999999997
NBA 2K11,MULTI,2010,Take-Two Interactive,2.09,4.81
Wipeout: The Game,Wii,2009,Mindscape,2.09,2.09
Battlefield: Hardline,MULTI,2015,Electronic Arts,2.09,4.12
Tetris Worlds,MULTI,2002,THQ,2.08,2.3000000000000003
Need For Speed: Undercover,MULTI,2008,Electronic Arts,2.08,5.84
Dance Dance Revolution: Hottest Party,Wii,2007,Konami Digital Entertainment,2.08,2.08
Mario Party 5,GC,2003,Nintendo,2.08,2.08
Spec Ops: Airborne Commando,PS,2002,Take-Two Interactive,2.07,2.07
UFC 2009 Undisputed,MULTI,2009,THQ,2.07,3.84
Dark Souls,MULTI,2011,Namco Bandai Games,2.07,3.07
Tom Clancy's Splinter Cell: Conviction,X360,2010,Ubisoft,2.06,2.06
R4: Ridge Racer Type 4,PS,1998,Namco Bandai Games,2.06,2.06
SoulCalibur II,MULTI,2003,Namco Bandai Games,2.06,4.5600000000000005
Sonic Mega Collection,GC,2002,Infogrames,2.05,2.05
Diablo III,MULTI,2013,Activision,2.05,5.88
NBA Jam,MULTI,1992,Arena Entertainment,2.05,5.22
PGR4 - Project Gotham Racing 4,X360,2007,Microsoft Game Studios,2.05,2.05
Dance Central 2,X360,2011,Microsoft Game Studios,2.04,2.04
Rayman Raving Rabbids: TV Party,Wii,2008,Ubisoft,2.04,2.04
SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006,Sony Computer Entertainment,2.04,2.04
Peter Jackson's King Kong: The Official Game of the Movie,MULTI,2005,Ubisoft,2.04,3.0700000000000003
Need for Speed: The Run,MULTI,2011,Electronic Arts,2.04,3.71
Madden NFL 15,MULTI,2014,Electronic Arts,2.03,6.97
1080°: TenEighty Snowboarding,N64,1998,Nintendo,2.03,2.03
NBA Live 2004,MULTI,2003,Electronic Arts,2.03,2.8099999999999996
Dead Space,MULTI,2008,Electronic Arts,2.02,3.44
Call of Duty 2,X360,2005,Activision,2.02,2.02
Forza Horizon,X360,2012,Microsoft Game Studios,2.02,2.02
DriveClub,PS4,2014,Sony Computer Entertainment,2.0,2.0
Super Street Fighter II,MULTI,1993,Nintendo,2.0,2.15
Mortal Kombat vs. DC Universe,MULTI,2008,Midway Games,2.0,3.9299999999999997
Tenchu: Stealth Assassins,PS,1997,Activision,1.99,1.99
SimCity,SNES,1991,Nintendo,1.98,1.98
Dragon Age: Inquisition,MULTI,2014,Electronic Arts,1.97,4.08
Spyro: Enter the Dragonfly,MULTI,2002,Universal Interactive,1.97,2.6799999999999997
Devil May Cry 2,PS2,2003,Capcom,1.97,1.97
Burnout Paradise,MULTI,2008,Electronic Arts,1.97,3.33
E.T.: The Extra Terrestrial,2600,1981,Atari,1.97,1.97
BioShock Infinite,MULTI,2013,Take-Two Interactive,1.96,3.7199999999999998
Rad Racer,NES,1986,Nintendo,1.96,1.96
Soccer,NES,1985,Nintendo,1.96,1.96
Tom Clancy's Rainbow Six: Vegas,MULTI,2006,Ubisoft,1.96,3.21
Crash Nitro Kart,MULTI,2003,Vivendi Games,1.95,2.52
NBA Street Vol. 2,MULTI,2003,Electronic Arts,1.95,3.17
Def Jam Vendetta,MULTI,2003,Electronic Arts,1.94,2.19
Scooby Doo and the Cyber Chase,PS,2001,THQ,1.94,1.94
Dragon Ball Z: Budokai 3,PS2,2004,Atari,1.94,1.94
Jet Moto 2,PS,1997,Sony Computer Entertainment,1.94,1.94
Tom Clancy's Ghost Recon,MULTI,2002,Ubisoft,1.94,3.9899999999999998
X-Men Legends,MULTI,2004,Activision,1.93,3.36
Mortal Kombat II,SNES,1993,Acclaim Entertainment,1.93,1.93
Virtua Fighter 2,SAT,1995,Sega,1.93,1.93
Mario Super Sluggers,Wii,2008,Nintendo,1.93,1.93
Monopoly,MULTI,2008,Electronic Arts,1.92,5.03
Red Faction,PS2,2001,THQ,1.92,1.92
MX Unleashed,MULTI,2004,THQ,1.92,2.36
PaRappa The Rapper,PS,1996,Sony Computer Entertainment,1.92,1.92
Toy Story Mania!,Wii,2009,Disney Interactive Studios,1.92,1.92
Mario Party 3,N64,2000,Nintendo,1.91,1.91
Game Party 2,Wii,2008,Midway Games,1.91,1.91
Destiny: The Taken King,MULTI,2015,Activision,1.91,3.8699999999999997
LEGO Star Wars III: The Clone Wars,MULTI,2011,LucasArts,1.91,4.62
Star Wars Rogue Leader: Rogue Squadron II,GC,2001,LucasArts,1.9,1.9
Max Payne 3,MULTI,2012,Take-Two Interactive,1.9,3.5599999999999996
Need for Speed Rivals,MULTI,2013,Electronic Arts,1.89,4.84
Ratchet & Clank Future: A Crack in Time,PS3,2009,Sony Computer Entertainment,1.88,1.88
Yu-Gi-Oh! Forbidden Memories,PS,1999,Konami Digital Entertainment,1.88,1.88
Mortal Kombat: Deception,MULTI,2004,Midway Games,1.88,2.75
Hot Shots Golf 2,PS,1999,Sony Computer Entertainment,1.88,1.88
Medal of Honor: European Assault (All Region sales),PS2,2005,Electronic Arts,1.88,1.88
WCW Nitro,MULTI,1998,THQ,1.88,2.09
High School Musical: Sing It!,MULTI,2007,Disney Interactive Studios,1.87,3.64
Star Fox Adventures,GC,2002,Nintendo,1.87,1.87
FIFA 2000,PS,1998,Electronic Arts,1.87,1.87
Dynasty Warriors 3,MULTI,2001,THQ,1.87,1.9500000000000002
Shrek 2,MULTI,2004,Activision,1.86,3.43
The Legend of Dragoon,PS,1999,Sony Computer Entertainment,1.86,1.86
Turok 2: Seeds of Evil,N64,1997,Acclaim Entertainment,1.86,1.86
SingStar,MULTI,2004,Sony Computer Entertainment,1.86,3.02
LittleBigPlanet 3,MULTI,2014,Sony Computer Entertainment,1.86,2.6100000000000003
NBA Live 2002,MULTI,2001,Electronic Arts,1.86,2.7800000000000002
Chrono Cross,PS,1999,SquareSoft,1.86,1.86
GoldenEye 007 (2010),Wii,2010,Activision,1.86,1.86
Jak 3,PS2,2004,Sony Computer Entertainment,1.85,1.85
Rayman Raving Rabbids 2,Wii,2007,Ubisoft,1.85,1.85
Pinball,NES,1984,Nintendo,1.85,1.85
inFAMOUS 2,PS3,2011,Sony Computer Entertainment,1.85,1.85
Gran Turismo Concept 2001 Tokyo,PS2,2001,Unknown,1.84,1.84
Demon's Souls,PS3,2009,Namco Bandai Games,1.84,1.84
NCAA Football 06,MULTI,2005,Electronic Arts,1.84,2.81
"Hey You, Pikachu!",N64,1998,Nintendo,1.83,1.83
Jet Moto,PS,1996,Sony Computer Entertainment,1.83,1.83
Just Cause 3,MULTI,2015,Square Enix,1.83,2.71
Secret of Mana,SNES,1993,SquareSoft,1.83,1.83
The Orange Box,MULTI,2007,Electronic Arts,1.83,2.91
Air Combat,PS,1995,Sony Computer Entertainment,1.83,1.83
Sonic & Knuckles,GEN,1994,Sega,1.82,1.82
Namco Museum,MULTI,2001,Namco Bandai Games,1.82,3.3600000000000003
Metroid Prime 3: Corruption,Wii,2007,Nintendo,1.82,1.82
The Evil Within,MULTI,2014,Bethesda Softworks,1.81,3.88
DDRMAX2: Dance Dance Revolution,PS2,2003,Konami Digital Entertainment,1.81,1.81
Virtua Fighter 4,PS2,2002,Sega,1.81,1.81
Sly 2: Band of Thieves,MULTI,2004,Sony Computer Entertainment,1.81,1.8800000000000001
NFL GameDay 2000,PS,1999,989 Studios,1.8,1.8
Disney's The Lion King,MULTI,1994,Virgin Interactive,1.79,3.2
Beyond: Two Souls,PS3,2013,Sony Computer Entertainment,1.79,1.79
Kinect Star Wars,X360,2012,Microsoft Game Studios,1.78,1.78
Midnight Club II,MULTI,2003,Take-Two Interactive,1.78,2.2800000000000002
SpongeBob SquarePants: SuperSponge,PS,2001,THQ,1.78,1.78
The Getaway: Black Monday,PS2,2004,Sony Computer Entertainment,1.78,1.78
Just Cause 2,MULTI,2010,Square Enix,1.78,3.4000000000000004
Dragon's Dogma,MULTI,2012,Capcom,1.78,2.58
50 Cent: Bulletproof,MULTI,2005,Vivendi Games,1.77,2.21
Wii Party U,WiiU,2013,Nintendo,1.77,1.77
Final Fantasy II,MULTI,1991,Square,1.77,2.7800000000000002
Kirby 64: The Crystal Shards,N64,2000,Nintendo,1.77,1.77
Dead or Alive 3,XB,2001,Microsoft Game Studios,1.77,1.77
WWF Attitude,MULTI,1998,Acclaim Entertainment,1.76,2.4699999999999998
The SpongeBob SquarePants Movie,MULTI,2004,THQ,1.76,3.24
Sonic the Hedgehog 3,GEN,1994,Sega,1.76,1.76
Kid Icarus,NES,1986,Nintendo,1.76,1.76
Def Jam: Fight for NY,MULTI,2004,Electronic Arts,1.76,2.52
State of Emergency,MULTI,2002,Take-Two Interactive,1.76,1.93
The Urbz: Sims in the City,MULTI,2004,Electronic Arts,1.76,2.5
Star Wars: Starfighter,PS2,2001,Activision,1.76,1.76
Madden NFL 2000,MULTI,1998,Electronic Arts,1.75,2.36
Pro Evolution Soccer,PS2,2001,Konami Digital Entertainment,1.75,1.75
Crackdown,X360,2007,Microsoft Game Studios,1.75,1.75
Yoshi,NES,1991,Nintendo,1.75,1.75
Disney's Aladdin,SNES,1993,Capcom,1.75,1.75
Kirby's Adventure,NES,1993,Nintendo,1.75,1.75
Dance Dance Revolution X,PS2,2008,Konami Digital Entertainment,1.75,1.75
Star Wars Episode I: The Phantom Menace,PS,1999,LucasArts,1.74,1.74
Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Namco Bandai Games,1.74,1.74
The Beatles: Rock Band,MULTI,2009,MTV Games,1.74,4.18
Forza Motorsport 6,XOne,2015,Microsoft Game Studios,1.74,1.74
Sonic Colors,Wii,2010,Sega,1.74,1.74
Cruis'n USA,N64,1996,Nintendo,1.74,1.74
Madden NFL 99,MULTI,1998,Electronic Arts,1.74,2.64
SSX Tricky,MULTI,2001,Electronic Arts,1.73,2.7
Overwatch,MULTI,2016,Activision,1.73,2.58
Twisted Metal III,PS,1998,989 Studios,1.73,1.73
Disney Infinity,MULTI,2013,Disney Interactive Studios,1.73,4.76
Dishonored,MULTI,2012,Bethesda Softworks,1.73,3.79
The Order: 1886,PS4,2015,Sony Computer Entertainment,1.72,1.72
The Elder Scrolls Online,MULTI,2015,Bethesda Softworks,1.72,2.99
Call of Duty: World at War Final Fronts,PS2,2008,Activision,1.72,1.72
Star Ocean: Till The End of Time,PS2,2003,Ubisoft,1.72,1.72
Game Party 3,Wii,2009,Warner Bros. Interactive Entertainment,1.71,1.71
Toy Story 2: Buzz Lightyear to the Rescue!,MULTI,1998,Activision,1.71,2.64
Ace Combat 5: The Unsung War,PS2,2004,Sony Computer Entertainment Europe,1.71,1.71
Cabela's Big Game Hunter 2010,MULTI,2009,Activision Value,1.7,2.37
The Crew,MULTI,2014,Ubisoft,1.7,2.59
We Ski,Wii,2008,Namco Bandai Games,1.7,1.7
Kirby's Return to Dreamland,Wii,2011,Nintendo,1.7,1.7
Super Puyo Puyo,SNES,1993,Banpresto,1.7,1.7
NCAA Football 07,MULTI,2006,Electronic Arts,1.7,2.99
SOCOM 3: U.S. Navy SEALs,PS2,2005,Sony Computer Entertainment,1.69,1.69
Saints Row IV,MULTI,2013,Deep Silver,1.69,3.57
Jampack Winter '99,PS,1999,Sony Computer Entertainment,1.69,1.69
WCW vs. nWo: World Tour,N64,1997,THQ,1.69,1.69
WCW/NWO Thunder,PS,1998,THQ,1.69,1.69
World Championship Poker: Featuring Howard Lederer - All In,MULTI,2006,Oxygen Interactive,1.68,1.73
NFL GameDay 98,PS,1997,Sony Computer Entertainment,1.68,1.68
LEGO Batman 2: DC Super Heroes,MULTI,2012,Warner Bros. Interactive Entertainment,1.68,4.49
Time Crisis,PS,1997,Namco Bandai Games,1.68,1.68
Star Wars The Clone Wars: Lightsaber Duels,Wii,2008,LucasArts,1.68,1.68
MySims,Wii,2007,Electronic Arts,1.68,1.68
Shaun White Snowboarding: Road Trip,Wii,2008,Ubisoft,1.67,1.67
SSX 3,MULTI,2003,Electronic Arts,1.67,2.44
Big Beach Sports,Wii,2008,THQ,1.67,1.67
Madden NFL 2001,MULTI,2000,Electronic Arts,1.67,3.81
Fight Night Round 3,MULTI,2006,Electronic Arts,1.67,5.03
Knack,PS4,2013,Sony Computer Entertainment Europe,1.67,1.67
Disney's DuckTales,NES,1989,Capcom,1.67,1.67
PGR: Project Gotham Racing 2,XB,2003,Microsoft Game Studios,1.67,1.67
Spy Hunter,MULTI,2001,Midway Games,1.67,2.21
NCAA Football 2004,MULTI,2003,Electronic Arts,1.67,2.25
SpongeBob SquarePants: Battle for Bikini Bottom,MULTI,2003,THQ,1.67,3.19
Dying Light,MULTI,2015,Warner Bros. Interactive Entertainment,1.66,2.4699999999999998
Heavenly Sword,PS3,2007,Sony Computer Entertainment,1.66,1.66
Street Fighter II': Special Champion Edition,GEN,1992,Sega,1.66,1.66
SSX,MULTI,2000,Electronic Arts,1.66,3.31
NBA Ballers,MULTI,2004,Midway Games,1.66,2.17
Need for Speed Carbon,MULTI,2006,Electronic Arts,1.66,6.37
NBA Live 2003,MULTI,2002,Electronic Arts,1.66,2.32
Dragon Ball Z: Budokai Tenkaichi,PS2,2005,Atari,1.66,1.66
Ms. Pac-Man,2600,1981,Atari,1.65,1.65
Mario Party 6,GC,2004,Nintendo,1.65,1.65
Super Scope 6,SNES,1991,Nintendo,1.65,1.65
Go Vacation,Wii,2011,Namco Bandai Games,1.65,1.65
Army of Two,MULTI,2008,Electronic Arts,1.65,2.82
LEGO Pirates of the Caribbean: The Video Game,MULTI,2011,Disney Interactive Studios,1.64,3.7
Dig Dug,MULTI,1982,Atari,1.64,2.05
Tom Clancy's Rainbow Six,MULTI,1999,Red Storm Entertainment,1.64,2.28
Ghosts 'n Goblins,NES,1986,Capcom,1.64,1.64
Tiger Woods PGA Tour 2003,MULTI,2002,Electronic Arts,1.64,2.31
NBA Live 06 (All region sales),PS2,2005,Electronic Arts,1.64,1.64
Prince of Persia: Warrior Within,MULTI,2004,Ubisoft,1.64,2.64
Kinectimals,X360,2010,Microsoft Game Studios,1.64,1.64
Until Dawn,PS4,2015,Sony Computer Entertainment Europe,1.64,1.64
Viva Pinata,X360,2006,Microsoft Game Studios,1.63,1.63
Pikmin,GC,2001,Nintendo,1.63,1.63
Sonic Generations,MULTI,2011,Sega,1.63,3.05
Tiger Woods PGA Tour 2004,MULTI,2003,Electronic Arts,1.63,2.4099999999999997
Ape Escape,MULTI,1999,Sony Computer Entertainment,1.63,1.68
NCAA Football 2005,MULTI,2004,Electronic Arts,1.62,2.52
Tony Hawk's American Wasteland (Old all region sales),PS2,2005,Activision,1.62,1.62
Rage,MULTI,2011,Bethesda Softworks,1.62,2.95
Kirby Air Ride,GC,2003,Nintendo,1.62,1.62
Sled Storm,MULTI,1998,Electronic Arts,1.62,2.0700000000000003
Pokemon Battle Revolution,Wii,2006,Nintendo,1.61,1.61
NFL Street 2,MULTI,2004,Electronic Arts,1.61,2.29
Gears of War: Judgment,X360,2013,Microsoft Game Studios,1.61,1.61
Super Mario Strikers,GC,2005,Nintendo,1.61,1.61
Buzz! The Music Quiz,PS2,2005,Sony Computer Entertainment,1.61,1.61
Dance Dance Revolution: Hottest Party 2,Wii,2008,Konami Digital Entertainment,1.6,1.6
Dollar Dash,PS2,2005,Take-Two Interactive,1.6,1.6
Far Cry 2,MULTI,2008,Ubisoft,1.6,3.0
F-1 World Grand Prix,N64,1998,Video System,1.6,1.6
River Raid,2600,1981,Activision,1.6,1.6
Silent Hill,PS,1999,Konami Digital Entertainment,1.6,1.6
No Man's Sky,PS4,2016,Hello Games,1.6,1.6
ESPN NBA 2K5,MULTI,2004,Global Star,1.59,2.54
Soul Edge,PS,1996,Sony Computer Entertainment,1.59,1.59
Devil May Cry 4,MULTI,2008,Capcom,1.59,3.0300000000000002
SoulCalibur IV,MULTI,2008,Ubisoft,1.59,3.06
NASCAR 2000,MULTI,1999,Electronic Arts,1.59,2.12
Wolfenstein: The New Order,MULTI,2014,Bethesda Softworks,1.58,3.17
Carnival Games: Mini Golf,Wii,2008,Take-Two Interactive,1.58,1.58
Jampack Summer 2K,PS,2000,Sony Computer Entertainment,1.58,1.58
Guitar Hero 5,MULTI,2009,Activision,1.58,4.94
NCAA Football 2002,PS2,2001,Electronic Arts,1.57,1.57
Conflict: Desert Storm,MULTI,2002,Gotham Games,1.57,2.52
Mario Party 7,GC,2005,Nintendo,1.57,1.57
Pro Evolution Soccer 2013,MULTI,2012,Konami Digital Entertainment,1.56,1.97
Smuggler's Run,PS2,2000,Take-Two Interactive,1.56,1.56
Donkey Kong Classics,NES,1988,Nintendo,1.56,1.56
Twisted Metal,PS,1995,Sony Computer Entertainment,1.56,1.56
Dark Souls III,MULTI,2016,Namco Bandai Games,1.56,1.9100000000000001
Final Fight,SNES,1990,Capcom,1.56,1.56
Mafia II,MULTI,2010,Take-Two Interactive,1.55,3.0700000000000003
Stuntman,PS2,2002,Atari,1.55,1.55
Tom Clancy's Rainbow Six 3,MULTI,2003,Ubisoft,1.55,2.42
Active Life: Outdoor Challenge,Wii,2008,Atari,1.55,1.55
007: The World is not Enough,MULTI,2000,Electronic Arts,1.55,2.47
Spider-Man 2: Enter: Electro,PS,2001,Activision,1.55,1.55
Star Wars: The Force Unleashed II,MULTI,2010,LucasArts,1.55,3.8200000000000003
